Level,Hierarchical_structure,Code,Class_title,Class_definition
4,Subclass (Field),RDF6030121,Metaethics and ethical theory,This subclass comprises research and experimental development in Metaethics and ethical theory.
4,Subclass (Field),RDF6030122,"Classical philosophy (Greek, Latin, Medieval)","This subclass comprises research and experimental development in Classical philosophy (Greek, Latin, Medieval)."
4,Subclass (Field),RDF6030123,History of philosophy,This subclass comprises research and experimental development in history of philosophy.
4,Subclass (Field),RDF6030124,Ontology,This subclass comprises research and experimental development in ontology.
4,Subclass (Field),RDF6030125,Philosophy of sciences and technologies,This subclass comprises research and experimental development in philosophy of sciences and technologies.
4,Subclass (Field),RDF6030199,"Philosophy, n.e.c.","This subclass comprises research and experimental development in philosophy, n.e.c."
3,Class,RDF60302,Applied ethics,This class comprises research and experimental development in applied ethics.
4,Subclass (Field),RDF6030201,Bioethics (humans and animals),This subclass comprises research and experimental development in bioethics (humans and animals).
4,Subclass (Field),RDF6030202,Business ethics,This subclass comprises research and experimental development in business ethics.
4,Subclass (Field),RDF6030203,"Ethics in technology (e.g., digital, artificial intelligence)","This subclass comprises research and experimental development in ethics in technology (e.g., digital, artificial intelligence)."
